,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
410947,572185,21154,RED RETROSPOT OVEN GLOVE ,8,10/21/11 10:52,4.636625854780648,,United Kingdom
517847,580094,23394,POSTE FRANCE CUSHION COVER,2,12/1/11 14:50,5.284907889187668,15904.0,United Kingdom
361008,568322,23049,RECYCLED ACAPULCO MAT RED,1,9/26/11 13:41,11.62679735621287,15958.0,United Kingdom
281265,561515,23034,DRAWER KNOB CERAMIC BLACK,2,7/27/11 15:16,4.636625854780648,,United Kingdom
381362,569862,23503,PLAYING CARDS KEEP CALM & CARRY ON,1,10/6/11 14:43,1.761635963062556,14518.0,United Kingdom
140903,548490,85066,CREAM SWEETHEART MINI CHEST,4,3/31/11 13:13,17.968686823238073,12909.0,United Kingdom
316629,564755,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,1,8/30/11 10:31,4.636625854780648,,United Kingdom
99097,544695,20728,LUNCH BAG CARS BLUE,10,2/23/11 9:38,2.325359471242574,14276.0,United Kingdom
347371,567300,POST,POSTAGE,3,9/19/11 12:36,25.367557868100807,12724.0,France
96303,544484,21592,RETROSPOT CIGAR BOX MATCHES ,24,2/21/11 11:10,1.761635963062556,15321.0,United Kingdom
197973,553946,22699,ROSES REGENCY TEACUP AND SAUCER ,6,5/20/11 10:48,4.157460872827633,15601.0,United Kingdom
47408,540414,22894,TABLECLOTH RED APPLES DESIGN ,2,1/7/11 10:32,11.979124548825382,12481.0,Germany
57957,541219,84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,5,1/14/11 14:06,11.68316970703087,,United Kingdom
234383,557514,22077,6 RIBBONS RUSTIC CHARM,3,6/20/11 16:58,2.325359471242574,14667.0,United Kingdom
337900,566482,23403,LETTER HOLDER HOME SWEET HOME,4,9/13/11 9:43,5.284907889187668,16609.0,United Kingdom
209460,555242,84879,ASSORTED COLOUR BIRD ORNAMENT,24,6/1/11 13:40,2.381731822060576,16424.0,United Kingdom
443820,574711,82494L,WOODEN FRAME ANTIQUE WHITE ,6,11/6/11 14:20,4.157460872827633,14517.0,United Kingdom
236565,557762,20726,LUNCH BAG WOODLAND,10,6/22/11 14:01,2.325359471242574,15810.0,United Kingdom
147665,549128,22995,TRAVEL CARD WALLET SUKI,36,4/6/11 14:25,0.5919096835890189,16713.0,United Kingdom
381089,569846,22865,HAND WARMER OWL DESIGN,12,10/6/11 13:42,2.9595484179450944,13422.0,United Kingdom
54121,540856,22849,BREAD BIN DINER STYLE MINT,4,1/12/11 10:16,21.06916611822817,16655.0,United Kingdom
19310,537852,21874,GIN AND TONIC MUG,12,12/8/10 15:56,1.761635963062556,17340.0,United Kingdom
350920,567656,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,1,9/21/11 14:40,11.68316970703087,14096.0,United Kingdom
478090,577078,72799E,IVORY PILLAR CANDLE SILVER FLOCK,2,11/17/11 15:17,4.636625854780648,,United Kingdom
191314,553350,21232,STRAWBERRY CERAMIC TRINKET BOX,12,5/16/11 13:32,1.761635963062556,12871.0,United Kingdom
186972,552894,21888,BINGO SET,1,5/12/11 10:53,5.284907889187668,14606.0,United Kingdom
264853,560125,23319,BOX OF 6 MINI 50'S CRACKERS,1,7/15/11 10:44,3.509178838420612,18118.0,United Kingdom
9003,537160,22694,WICKER STAR ,3,12/5/10 13:18,2.9595484179450944,14161.0,United Kingdom
183504,552662,84970l,SINGLE HEART ZINC T-LIGHT HOLDER,3,5/10/11 15:04,2.9313622425360935,,United Kingdom
148153,549185,22978,PANTRY ROLLING PIN,6,4/7/11 9:35,5.284907889187668,18272.0,United Kingdom
481466,577358,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,2,11/18/11 15:59,2.297173295833573,,United Kingdom
71331,542115,21213,PACK OF 72 SKULL CAKE CASES,1,1/25/11 14:01,2.9313622425360935,,United Kingdom
513196,579539,22699,ROSES REGENCY TEACUP AND SAUCER ,6,11/30/11 10:06,4.157460872827633,14911.0,EIRE
67321,541830,84598,BOYS ALPHABET IRON ON PATCHES,7,1/21/11 17:09,0.5919096835890189,,United Kingdom
346744,567200,21975,PACK OF 60 DINOSAUR CAKE CASES,24,9/19/11 10:15,0.7751198237475247,16460.0,United Kingdom
180344,552315,21700,BIG DOUGHNUT FRIDGE MAGNETS,12,5/8/11 16:10,1.1979124548825382,12700.0,France
332974,566164,22041,"RECORD FRAME 7"" SINGLE SIZE ",6,9/9/11 11:56,8.15989778090576,,United Kingdom
89545,543909,22858,EASTER TIN KEEPSAKE,6,2/14/11 12:32,2.0434977171525652,,United Kingdom
128285,547251,21169,YOU'RE CONFUSING ME METAL SIGN ,12,3/22/11 9:43,2.381731822060576,17865.0,United Kingdom
434009,574022,23084,RABBIT NIGHT LIGHT,48,11/2/11 12:20,2.5226626991055805,12594.0,Italy
509728,579399,23245,SET OF 3 REGENCY CAKE TINS,3,11/29/11 12:09,6.9760784137277225,13137.0,United Kingdom
41955,539958,85132A,CHARLIE + LOLA BISCUITS TINS,3,12/23/10 13:26,11.93684528571188,,United Kingdom
177510,552108,21931,JUMBO STORAGE BAG SUKI,1,5/6/11 11:36,2.9313622425360935,17841.0,United Kingdom
494740,578270,21218,RED SPOTTY BISCUIT TIN,1,11/23/11 13:39,11.68316970703087,14096.0,United Kingdom
54482,540953,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,2,1/12/11 13:16,0.5919096835890189,14587.0,United Kingdom
274297,560895,22697,GREEN REGENCY TEACUP AND SAUCER,6,7/21/11 17:12,4.157460872827633,13089.0,United Kingdom
473396,576832,22630,DOLLY GIRL LUNCH BOX,12,11/16/11 15:01,2.7481521023775874,13102.0,United Kingdom
94246,544339,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2/18/11 9:04,4.157460872827633,15228.0,United Kingdom
104073,545105,22899,CHILDREN'S APRON DOLLY GIRL ,12,2/28/11 11:58,2.9595484179450944,12598.0,France
86894,C543611,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-1,2/10/11 14:38,6.9760784137277225,17850.0,United Kingdom
141771,548522,20754,RETROSPOT RED WASHING UP GLOVES,2,3/31/11 16:43,5.8204452219586855,,United Kingdom
487264,577768,22074,6 RIBBONS SHIMMERING PINKS ,1,11/21/11 15:18,1.761635963062556,,United Kingdom
68366,C541863,21231,SWEETHEART CERAMIC TRINKET BOX,-9,1/23/11 16:08,1.4938672966770477,13798.0,United Kingdom
302415,563430,22297,HEART IVORY TRELLIS SMALL,24,8/16/11 11:50,1.761635963062556,14918.0,United Kingdom
389876,570488,23183,MOTHER'S KITCHEN SPOON REST ,2,10/10/11 17:12,10.513443427557334,14096.0,United Kingdom
249388,558904,22355,CHARLOTTE BAG SUKI DESIGN,6,7/4/11 16:18,2.297173295833573,,United Kingdom
144799,548808,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,4/4/11 12:55,16.841239806878036,17774.0,United Kingdom
505758,579098,21985,PACK OF 12 HEARTS DESIGN TISSUES ,4,11/28/11 11:18,0.5496304204755175,14606.0,United Kingdom
11695,537262,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,12/6/10 11:26,2.7481521023775874,15039.0,United Kingdom
113841,C545997,22634,CHILDS BREAKFAST SET SPACEBOY ,-1,3/8/11 14:35,14.022622265977946,12679.0,France
396397,571064,20828,GLITTER BUTTERFLY CLIPS,2,10/13/11 14:48,3.5937373646476143,17181.0,United Kingdom
177978,552202,47566,PARTY BUNTING,8,5/6/11 14:51,6.9760784137277225,12414.0,Austria
21098,538071,22732,3D VINTAGE CHRISTMAS STICKERS ,1,12/9/10 14:09,3.5373650138296124,,United Kingdom
263366,559984,23207,LUNCH BAG ALPHABET DESIGN,1,7/14/11 11:45,2.325359471242574,16657.0,United Kingdom
421462,572986,22024,RAINY LADIES BIRTHDAY CARD,12,10/27/11 10:51,0.5919096835890189,12681.0,France
116848,546306,35914,PINK CHICK EGG WARMER + EGG CUP,2,3/10/11 16:16,1.1697262794735372,,United Kingdom
23669,538208,22110,BIRD HOUSE HOT WATER BOTTLE,1,12/10/10 11:39,3.5937373646476143,14037.0,United Kingdom
88339,543801,22358,KINGS CHOICE TEA CADDY ,1,2/13/11 11:52,4.157460872827633,17811.0,United Kingdom
347443,567304,23408,PHOTO FRAME LINEN AND LACE SMALL,3,9/19/11 13:27,2.9313622425360935,14704.0,United Kingdom
232704,557324,21326,AGED GLASS SILVER T-LIGHT HOLDER,14,6/20/11 9:41,2.297173295833573,,United Kingdom
361856,568390,21260,FIRST AID TIN,6,9/27/11 10:08,4.580253503962646,17811.0,United Kingdom
247290,558761,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,7/3/11 12:52,9.794695954627812,15033.0,United Kingdom
202342,554380,85174,S/4 CACTI CANDLES,8,5/24/11 11:45,6.9760784137277225,16709.0,United Kingdom
241318,558196,22674,FRENCH TOILET SIGN BLUE METAL,6,6/27/11 12:38,1.761635963062556,16033.0,United Kingdom
173092,551653,22192,BLUE DINER WALL CLOCK,2,5/3/11 12:03,11.979124548825382,13282.0,United Kingdom
3355,536623,22815,CARD PSYCHEDELIC APPLES,24,12/2/10 10:39,0.5919096835890189,15601.0,United Kingdom
34320,539333,22507,MEMO BOARD RETROSPOT  DESIGN,4,12/17/10 9:52,6.9760784137277225,13627.0,United Kingdom
74329,542420,22348,TEA BAG PLATE RED RETROSPOT,6,1/27/11 18:05,1.1979124548825382,17180.0,United Kingdom
176870,552036,22514,CHILDS GARDEN SPADE BLUE,2,5/5/11 19:16,2.9595484179450944,12748.0,United Kingdom
56453,541104,84078A,SET/4 WHITE RETRO STORAGE CUBES ,1,1/13/11 14:29,105.64178543293535,,United Kingdom
6092,536876,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,6,12/3/10 11:36,2.593128137628083,,United Kingdom
118774,546486,15058A,BLUE POLKADOT GARDEN PARASOL,1,3/14/11 11:41,11.204004725077857,15039.0,United Kingdom
163934,550631,22626,BLACK KITCHEN SCALES,2,4/19/11 14:51,11.979124548825382,15225.0,United Kingdom
38112,539492,22616,PACK OF 12 LONDON TISSUES ,1,12/20/10 10:14,1.1979124548825382,,United Kingdom
510534,579458,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,11/29/11 14:38,6.9760784137277225,16549.0,United Kingdom
452137,575324,23398,HANGING HEART BONHEUR,12,11/9/11 13:45,1.1979124548825382,14240.0,United Kingdom
533233,581020,23242,TREASURE TIN BUFFALO BILL ,48,12/7/11 10:12,2.6072212253325833,17511.0,United Kingdom
272831,560773,84877B,GREEN ROUND COMPACT MIRROR,2,7/20/11 16:17,3.4668995753071106,,United Kingdom
353876,567850,23188,VINTAGE  2 METER FOLDING RULER,12,9/22/11 13:18,2.325359471242574,15067.0,United Kingdom
370755,569202,23247,BISCUIT TIN 50'S CHRISTMAS,1,9/30/11 17:22,8.15989778090576,,United Kingdom
361345,568346,22077,6 RIBBONS RUSTIC CHARM,6,9/26/11 15:28,4.636625854780648,14096.0,United Kingdom
94017,544323,22616,PACK OF 12 LONDON TISSUES ,1,2/17/11 15:51,1.1697262794735372,,United Kingdom
386222,570229,22111,SCOTTIE DOG HOT WATER BOTTLE,1,10/9/11 13:30,6.9760784137277225,15756.0,United Kingdom
13640,537434,22621,TRADITIONAL KNITTING NANCY,2,12/6/10 16:57,2.0434977171525652,,United Kingdom
19308,537852,22197,SMALL POPCORN HOLDER,13,12/8/10 15:56,1.1979124548825382,17340.0,United Kingdom
415868,572550,21811,HANGING HEART WITH BELL,7,10/24/11 17:06,1.1697262794735372,,United Kingdom
419266,572762,22960,JAM MAKING SET WITH JARS,6,10/26/11 9:50,5.989562274412691,15240.0,United Kingdom
13290,537434,20975,12 PENCILS SMALL TUBE RED RETROSPOT,7,12/6/10 16:57,1.8039152261760574,,United Kingdom
66980,541827,90187B,GREEN DROP EARRINGS W BEAD CLUSTER,1,1/21/11 17:05,4.678905117894149,,United Kingdom
470130,576617,22650,CERAMIC PIRATE CHEST MONEY BANK,1,11/15/11 16:57,4.636625854780648,,United Kingdom
76548,542629,22629,SPACEBOY LUNCH BOX ,24,1/31/11 9:57,2.7481521023775874,12731.0,France
153651,C549783,22060,LARGE CAKE STAND HANGING HEARTS,-5,4/12/11 11:50,5.566769643277677,16558.0,United Kingdom
129709,547387,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,3/22/11 16:00,2.7481521023775874,12539.0,Spain
325084,565431,23196,VINTAGE LEAF MAGNETIC NOTEPAD,5,9/4/11 13:15,2.0434977171525652,14965.0,United Kingdom
309553,564093,22770,MIRROR CORNICE,2,8/23/11 10:29,21.06916611822817,14930.0,Channel Islands
441637,574591,23531,WALL ART BIG LOVE ,3,11/6/11 10:47,9.794695954627812,15745.0,United Kingdom
70833,542103,21124,SET/10 BLUE POLKADOT PARTY CANDLES,24,1/25/11 13:26,1.761635963062556,13198.0,United Kingdom
344651,567092,22083,PAPER CHAIN KIT RETROSPOT,6,9/16/11 12:48,4.157460872827633,13196.0,United Kingdom
448468,575059,23333,IVORY WICKER HEART MEDIUM,1,11/8/11 12:25,1.761635963062556,14071.0,United Kingdom
363896,568591,21930,JUMBO STORAGE BAG SKULLS,10,9/28/11 10:39,2.9313622425360935,17088.0,United Kingdom
347101,567288,21154,RED RETROSPOT OVEN GLOVE ,2,9/19/11 11:49,1.761635963062556,16906.0,United Kingdom
24876,538349,90030B,RED KUKUI COCONUT SEED NECKLACE,1,12/10/10 14:59,8.371294096473267,,United Kingdom
476896,577038,23266,SET OF 3 WOODEN STOCKING DECORATION,6,11/17/11 13:30,1.761635963062556,14796.0,United Kingdom
533282,581023,20718,RED RETROSPOT SHOPPER BAG,2,12/7/11 10:35,4.636625854780648,,United Kingdom
43497,540093,22117,METAL SIGN HER DINNER IS SERVED ,2,1/4/11 15:24,4.157460872827633,16725.0,United Kingdom
372750,569246,84915,HAND TOWEL PINK FLOWER AND DAISY,1,10/3/11 9:57,5.8204452219586855,14096.0,United Kingdom
1225,536531,22727,ALARM CLOCK BAKELIKE RED ,9,12/1/10 13:23,5.284907889187668,15485.0,United Kingdom
405691,571716,22114,HOT WATER BOTTLE TEA AND SYMPATHY,3,10/18/11 17:05,11.68316970703087,,United Kingdom
313415,564489,23255,CHILDRENS CUTLERY CIRCUS PARADE,4,8/25/11 14:13,5.8486313973676864,15950.0,United Kingdom
64273,541596,72741,GRAND CHOCOLATECANDLE,9,1/19/11 16:19,2.0434977171525652,17602.0,United Kingdom
247619,558774,21944,KITTENS DESIGN FLANNEL,1,7/4/11 10:17,1.1697262794735372,,United Kingdom
199301,554094,85169C,EAU DE NIL LOVE BIRD CANDLE,1,5/22/11 12:49,1.761635963062556,15716.0,United Kingdom
320353,564974,22840,ROUND CAKE TIN VINTAGE RED,1,8/31/11 15:32,22.252985485406207,,United Kingdom
498756,578539,22559,SEASIDE FLYING DISC,12,11/24/11 14:55,1.761635963062556,,Unspecified
5812,536876,22251,BIRDHOUSE DECORATION MAGIC GARDEN,1,12/3/10 11:36,3.5373650138296124,,United Kingdom
254673,559330,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,4,7/7/11 15:44,4.636625854780648,17696.0,United Kingdom
183347,552658,22778,GLASS CLOCHE SMALL,1,5/10/11 14:57,5.566769643277677,14534.0,United Kingdom
32686,539103,21348,PINK SPOTS CHOCOLATE NESTING BOXES ,24,12/16/10 10:38,3.5937373646476143,16985.0,United Kingdom
369542,569037,82482,WOODEN PICTURE FRAME WHITE FINISH,3,9/30/11 10:45,4.157460872827633,13263.0,United Kingdom
85177,543466,22481,BLACK TEA TOWEL CLASSIC DESIGN,12,2/8/11 14:34,1.761635963062556,16713.0,United Kingdom
518192,580115,21932,SCANDINAVIAN PAISLEY PICNIC BAG,1,12/1/11 16:22,3.4668995753071106,,United Kingdom
227289,556828,23321,SMALL WHITE HEART OF WICKER,3,6/15/11 10:39,2.325359471242574,17284.0,United Kingdom
81607,543166,22846,BREAD BIN DINER STYLE RED ,1,2/4/11 8:27,23.88778365912826,13488.0,United Kingdom
490706,578065,22468,BABUSHKA LIGHTS STRING OF 10,1,11/22/11 15:41,18.729713559281095,,United Kingdom
160657,550467,85200,BUNNY EGG BOX,2,4/18/11 13:36,1.761635963062556,18009.0,United Kingdom
291463,562454,84510C,SET OF 4 POLKADOT COASTERS,10,8/5/11 10:31,1.761635963062556,15128.0,United Kingdom
331536,566018,21533,RETROSPOT LARGE MILK JUG,2,9/8/11 12:42,6.9760784137277225,13137.0,United Kingdom
121295,546753,20969,RED FLORAL FELTCRAFT SHOULDER BAG,2,3/16/11 13:00,5.284907889187668,16383.0,United Kingdom
490967,578065,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,1,11/22/11 15:41,29.29952933765643,,United Kingdom
338941,566572,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,9/13/11 12:52,2.325359471242574,13488.0,United Kingdom
425729,573336,20983,12 PENCILS TALL TUBE RED RETROSPOT,4,10/30/11 11:37,1.1979124548825382,17372.0,United Kingdom
80006,543013,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,1,2/2/11 13:35,2.0575908048570657,,United Kingdom
402796,571508,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,1,10/17/11 15:27,2.297173295833573,,United Kingdom
414067,572335,22865,HAND WARMER OWL DESIGN,12,10/24/11 10:27,2.9595484179450944,14493.0,United Kingdom
191166,553341,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,5/16/11 12:25,4.157460872827633,16293.0,United Kingdom
199676,554098,22178,VICTORIAN GLASS HANGING T-LIGHT,6,5/22/11 13:01,1.761635963062556,14769.0,United Kingdom
290286,562371,22627,MINT KITCHEN SCALES,2,8/4/11 14:30,11.979124548825382,13709.0,United Kingdom
449202,575087,21790,VINTAGE SNAP CARDS,1,11/8/11 13:57,1.1979124548825382,16549.0,United Kingdom
427523,573388,23286,BLUE VINTAGE SPOT BEAKER,8,10/30/11 14:44,1.1979124548825382,14895.0,United Kingdom
154112,549845,23000,TRAVEL CARD WALLET TRANSPORT,11,4/12/11 14:22,0.5919096835890189,16729.0,United Kingdom
414406,572457,20712,JUMBO BAG WOODLAND ANIMALS,10,10/24/11 12:44,2.9313622425360935,12594.0,Italy
300973,563229,21135,VICTORIAN  METAL POSTCARD SPRING,1,8/14/11 15:35,2.381731822060576,17988.0,United Kingdom
200783,554157,20728,LUNCH BAG CARS BLUE,2,5/23/11 11:33,2.325359471242574,18283.0,United Kingdom
95032,544434,90214C,"LETTER ""C"" BLING KEY RING",1,2/18/11 16:12,1.1697262794735372,,United Kingdom
303923,563557,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,8/17/11 13:33,2.325359471242574,15786.0,United Kingdom
97257,544599,22974,CHILDRENS DOLLY GIRL MUG,1,2/21/11 18:15,4.636625854780648,,United Kingdom
416538,572553,22123,PING MICROWAVE APRON,1,10/24/11 17:09,5.8204452219586855,,United Kingdom
195717,553739,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,5/19/11 9:23,4.157460872827633,14895.0,United Kingdom
249281,558896,22384,LUNCH BAG PINK POLKADOT,1,7/4/11 15:55,2.325359471242574,,United Kingdom
327405,565665,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,4,9/5/11 17:44,2.0434977171525652,15856.0,United Kingdom
201035,554261,21889,WOODEN BOX OF DOMINOES,1,5/23/11 12:32,1.761635963062556,16033.0,United Kingdom
445501,574841,22580,ADVENT CALENDAR GINGHAM SACK,3,11/7/11 11:42,8.385387184177768,14156.0,EIRE
185237,552779,22729,ALARM CLOCK BAKELIKE ORANGE,4,5/11/11 12:13,5.284907889187668,13013.0,United Kingdom
409403,572058,23052,RECYCLED ACAPULCO MAT TURQUOISE,1,10/20/11 12:43,11.62679735621287,18252.0,United Kingdom
530894,580884,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,6,12/6/11 12:21,0.408699543430513,15907.0,United Kingdom
318655,564837,23323,WHITE WICKER STAR ,1,8/30/11 12:40,5.8204452219586855,,United Kingdom
88655,543812,21790,VINTAGE SNAP CARDS,1,2/13/11 14:40,1.1979124548825382,17472.0,United Kingdom
526559,580672,22541,MINI JIGSAW LEAP FROG,3,12/5/11 14:29,0.2677686663855085,17920.0,United Kingdom
511562,579508,22195,LARGE HEART MEASURING SPOONS,1,11/29/11 16:33,4.636625854780648,,United Kingdom
465142,576213,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,3,11/14/11 12:47,0.408699543430513,18117.0,United Kingdom
404417,571676,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,2,10/18/11 13:29,0.408699543430513,16910.0,United Kingdom
230322,557136,21441,BLUE BIRDHOUSE DECORATION,12,6/17/11 9:23,1.1979124548825382,14911.0,EIRE
250457,559032,23241,TREASURE TIN GYMKHANA DESIGN,6,7/5/11 14:53,2.9313622425360935,17511.0,United Kingdom
116586,546254,22791,T-LIGHT GLASS FLUTED ANTIQUE,12,3/10/11 14:45,1.761635963062556,14727.0,United Kingdom
513675,579559,21899,GARAGE KEY FOB,1,11/30/11 11:30,0.9160507007925291,16764.0,United Kingdom
367239,568877,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,10,9/29/11 12:31,4.157460872827633,14680.0,United Kingdom
144413,548740,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,4/4/11 11:34,4.157460872827633,13319.0,United Kingdom
323410,565303,22529,MAGIC DRAWING SLATE GO TO THE FAIR ,2,9/2/11 12:17,0.5919096835890189,,Unspecified
123312,546896,15056N,EDWARDIAN PARASOL NATURAL,1,3/17/11 18:24,17.55998727980756,,United Kingdom
333098,566171,22169,FAMILY ALBUM WHITE PICTURE FRAME,1,9/9/11 12:22,11.979124548825382,18118.0,United Kingdom
173698,551719,21810,CHRISTMAS HANGING STAR WITH BELL,1,5/3/11 16:09,3.4668995753071106,,United Kingdom
481085,577337,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,1,11/18/11 14:51,5.284907889187668,15494.0,United Kingdom
311820,564322,22355,CHARLOTTE BAG SUKI DESIGN,100,8/24/11 13:23,1.0147023147240324,13694.0,United Kingdom
264073,560078,21116,OWL DOORSTOP,3,7/14/11 16:12,6.9760784137277225,16040.0,United Kingdom
506091,579124,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,1,11/28/11 12:14,2.0434977171525652,15721.0,United Kingdom
17555,537769,22834,HAND WARMER BABUSHKA DESIGN,1,12/8/10 12:17,2.9595484179450944,15021.0,United Kingdom
13395,537434,21723,ALPHABET HEARTS STICKER SHEET,1,12/6/10 16:57,2.3394525589470745,,United Kingdom
419739,572858,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,2,10/26/11 12:36,4.157460872827633,13571.0,United Kingdom
216169,555835,21061,PARTY INVITES FOOTBALL,1,6/7/11 12:34,1.1979124548825382,14525.0,United Kingdom
419550,572837,23221,REINDEER HEART DECORATION SILVER,12,10/26/11 12:01,1.1697262794735372,14754.0,United Kingdom
402743,571508,22492,MINI PAINT SET VINTAGE ,2,10/17/11 15:27,2.297173295833573,,United Kingdom
385172,570187,84508C,BLUE CIRCLES DESIGN TEDDY,1,10/7/11 15:09,6.990171501432223,,United Kingdom
405741,571716,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,2,10/18/11 17:05,8.15989778090576,,United Kingdom
267128,560285,22348,TEA BAG PLATE RED RETROSPOT,12,7/18/11 9:21,1.1979124548825382,14944.0,United Kingdom
280134,561371,21791,VINTAGE HEADS AND TAILS CARD GAME ,1,7/26/11 16:25,3.4668995753071106,,United Kingdom
403872,571654,22580,ADVENT CALENDAR GINGHAM SACK,1,10/18/11 12:17,8.385387184177768,18118.0,United Kingdom
212970,555515,23283,DOORMAT VINTAGE LEAVES DESIGN ,5,6/5/11 10:47,11.204004725077857,17690.0,United Kingdom
365225,568701,20719,WOODLAND CHARLOTTE BAG,10,9/28/11 15:07,1.1979124548825382,13924.0,United Kingdom
415070,572513,17012B,ORIGAMI JASMINE INCENSE/CANDLE SET,1,10/24/11 14:36,1.1979124548825382,16728.0,United Kingdom
329736,565851,23145,ZINC T-LIGHT HOLDER STAR LARGE,12,9/7/11 13:06,1.3388433319275426,14911.0,EIRE
439371,574470,23508,MINI PLAYING CARDS DOLLY GIRL ,6,11/4/11 11:56,0.5919096835890189,12748.0,United Kingdom
244132,558475,21749,LARGE RED RETROSPOT WINDMILL,2,6/29/11 15:58,5.8204452219586855,,United Kingdom
93127,544271,21245,GREEN POLKADOT PLATE ,8,2/17/11 11:46,2.381731822060576,17083.0,United Kingdom
500221,578746,23206,LUNCH BAG APPLE DESIGN,11,11/25/11 11:36,6.990171501432223,,United Kingdom
464501,576099,23392,SPACEBOY ROCKET LOLLY MAKERS,6,11/14/11 10:28,2.9313622425360935,13021.0,United Kingdom
117357,546383,21232,STRAWBERRY CERAMIC TRINKET BOX,12,3/11/11 12:54,1.761635963062556,13654.0,United Kingdom
338151,566495,21481,FAWN BLUE HOT WATER BOTTLE,2,9/13/11 11:14,5.284907889187668,15529.0,United Kingdom
95575,544461,22675,FRENCH KITCHEN SIGN BLUE METAL,24,2/20/11 14:08,1.761635963062556,13744.0,United Kingdom
529852,580754,22835,HOT WATER BOTTLE I AM SO POORLY,4,12/6/11 10:05,17.55998727980756,,United Kingdom
347400,567303,23265,SET OF 3 WOODEN TREE DECORATIONS,12,9/19/11 13:20,1.761635963062556,17613.0,United Kingdom
322972,565235,22709,WRAP WEDDING DAY,25,9/2/11 9:43,0.5919096835890189,13418.0,United Kingdom
276544,561056,22650,CERAMIC PIRATE CHEST MONEY BANK,12,7/24/11 13:17,2.0434977171525652,13477.0,United Kingdom
119282,546538,82580,BATHROOM METAL SIGN,12,3/14/11 14:51,0.7751198237475247,16327.0,United Kingdom
467382,576339,84859C,PINK DISCO HANDBAG,1,11/14/11 15:27,5.8204452219586855,14096.0,United Kingdom
474538,576840,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,3,11/16/11 15:23,4.636625854780648,,United Kingdom
416504,572553,21479,WHITE SKULL HOT WATER BOTTLE ,1,10/24/11 17:09,11.68316970703087,,United Kingdom
170819,551342,20975,12 PENCILS SMALL TUBE RED RETROSPOT,24,4/28/11 8:34,0.9160507007925291,16099.0,United Kingdom
44938,540247,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,1/5/11 15:56,4.157460872827633,15464.0,United Kingdom
131312,547552,20712,JUMBO BAG WOODLAND ANIMALS,2,3/23/11 15:55,5.8204452219586855,,United Kingdom
489782,578026,23205,CHARLOTTE BAG VINTAGE ALPHABET ,10,11/22/11 13:29,1.1979124548825382,17659.0,United Kingdom
464884,576189,22367,CHILDRENS APRON SPACEBOY DESIGN,2,11/14/11 11:33,2.7481521023775874,14684.0,United Kingdom
497257,578354,23569,TRADTIONAL ALPHABET STAMP SET,4,11/24/11 10:12,6.9760784137277225,17139.0,United Kingdom
485599,577613,21913,VINTAGE SEASIDE JIGSAW PUZZLES,4,11/21/11 10:02,5.284907889187668,14911.0,EIRE
129873,547397,20711,JUMBO BAG TOYS ,1,3/22/11 16:55,5.8204452219586855,,United Kingdom
444883,574741,22197,POPCORN HOLDER,8,11/6/11 16:13,1.1979124548825382,15993.0,United Kingdom
252381,559112,22699,ROSES REGENCY TEACUP AND SAUCER ,2,7/6/11 11:59,4.157460872827633,17315.0,United Kingdom
331359,566010,22835,HOT WATER BOTTLE I AM SO POORLY,2,9/8/11 12:05,6.9760784137277225,13700.0,United Kingdom
397943,571214,23002,TRAVEL CARD WALLET SKULLS,11,10/14/11 12:56,0.5919096835890189,14390.0,United Kingdom
160886,550470,48194,DOORMAT HEARTS,1,4/18/11 13:49,22.252985485406207,,United Kingdom
